name Simple DTS
init {'Base7':1}
;
r0 {'prop':{'r0'}, 'position': (1.07, 2.37, 0.40)}
r94 r83 {'duration': 1, 'edge_weight': 1.414000}
r94 r93 {'duration': 1, 'edge_weight': 1.000000}
r94 r94 {'duration': 1, 'edge_weight': 0.500000}
r94 r95 {'duration': 1, 'edge_weight': 1.000000}
r94 r105 {'duration': 1, 'edge_weight': 1.414000}
r94 r106 {'duration': 1, 'edge_weight': 1.000000}
r94 r153 {'duration': 1, 'edge_weight': 1.650000}
r94 r154 {'duration': 1, 'edge_weight': 1.514000}
r94 r155 {'duration': 1, 'edge_weight': 1.650000}
r94 r165 {'duration': 1, 'edge_weight': 1.514000}
r94 r166 {'duration': 1, 'edge_weight': 1.100000}
r94 r167 {'duration': 1, 'edge_weight': 1.514000}
r94 r177 {'duration': 1, 'edge_weight': 1.650000}
r94 r178 {'duration': 1, 'edge_weight': 1.514000}
r95 r10 {'duration': 1, 'edge_weight': 1.650000}
r95 r11 {'duration': 1, 'edge_weight': 1.514000}
r95 r22 {'duration': 1, 'edge_weight': 1.514000}
r95 r23 {'duration': 1, 'edge_weight': 1.100000}
r95 r82 {'duration': 1, 'edge_weight': 1.414000}
r95 r83 {'duration': 1, 'edge_weight': 1.000000}
r95 r94 {'duration': 1, 'edge_weight': 1.000000}
r95 r95 {'duration': 1, 'edge_weight': 0.500000}
r95 r106 {'duration': 1, 'edge_weight': 1.414000}
r95 r154 {'duration': 1, 'edge_weight': 1.650000}
r95 r155 {'duration': 1, 'edge_weight': 1.514000}
r95 r166 {'duration': 1, 'edge_weight': 1.514000}
r95 r167 {'duration': 1, 'edge_weight': 1.100000}
r95 r178 {'duration': 1, 'edge_weight': 1.650000}
r96 r12 {'duration': 1, 'edge_weight': 1.514000}
r96 r13 {'duration': 1, 'edge_weight': 1.650000}
r96 r24 {'duration': 1, 'edge_weight': 1.100000}
r96 Base5 {'duration': 1, 'edge_weight': 1.514000}
r96 r37 {'duration': 1, 'edge_weight': 1.650000}
r96 r84 {'duration': 1, 'edge_weight': 1.000000}
r96 r85 {'duration': 1, 'edge_weight': 1.414000}
r96 r96 {'duration': 1, 'edge_weight': 0.500000}
r96 r108 {'duration': 1, 'edge_weight': 1.000000}
r96 r109 {'duration': 1, 'edge_weight': 1.414000}
r96 r156 {'duration': 1, 'edge_weight': 1.514000}
r96 r157 {'duration': 1, 'edge_weight': 1.650000}
r96 r168 {'duration': 1, 'edge_weight': 1.100000}
r96 r180 {'duration': 1, 'edge_weight': 1.514000}
r96 r181 {'duration': 1, 'edge_weight': 1.650000}
r99 r14 {'duration': 1, 'edge_weight': 1.650000}
r99 r15 {'duration': 1, 'edge_weight': 1.514000}
r99 r16 {'duration': 1, 'edge_weight': 1.650000}
r99 r27 {'duration': 1, 'edge_weight': 1.100000}
r99 r28 {'duration': 1, 'edge_weight': 1.514000}
r99 r39 {'duration': 1, 'edge_weight': 1.514000}
r99 r40 {'duration': 1, 'edge_weight': 1.650000}
r99 r86 {'duration': 1, 'edge_weight': 1.414000}
r99 r87 {'duration': 1, 'edge_weight': 1.000000}
r99 r88 {'duration': 1, 'edge_weight': 1.414000}
r99 r99 {'duration': 1, 'edge_weight': 0.500000}
r99 r100 {'duration': 1, 'edge_weight': 1.000000}
r99 r111 {'duration': 1, 'edge_weight': 1.000000}
r99 r112 {'duration': 1, 'edge_weight': 1.414000}
r99 r158 {'duration': 1, 'edge_weight': 1.650000}
r99 r159 {'duration': 1, 'edge_weight': 1.514000}
r99 r160 {'duration': 1, 'edge_weight': 1.650000}
r99 r171 {'duration': 1, 'edge_weight': 1.100000}
r99 r172 {'duration': 1, 'edge_weight': 1.514000}
r99 r183 {'duration': 1, 'edge_weight': 1.514000}
r99 r184 {'duration': 1, 'edge_weight': 1.650000}
r100 r15 {'duration': 1, 'edge_weight': 1.650000}
r100 r16 {'duration': 1, 'edge_weight': 1.514000}
r100 r17 {'duration': 1, 'edge_weight': 1.650000}
r100 r27 {'duration': 1, 'edge_weight': 1.514000}
r100 r28 {'duration': 1, 'edge_weight': 1.100000}
r100 r39 {'duration': 1, 'edge_weight': 1.650000}
r100 r40 {'duration': 1, 'edge_weight': 1.514000}
r100 r41 {'duration': 1, 'edge_weight': 1.650000}
r100 r87 {'duration': 1, 'edge_weight': 1.414000}
r100 r88 {'duration': 1, 'edge_weight': 1.000000}
r100 r89 {'duration': 1, 'edge_weight': 1.414000}
r100 r99 {'duration': 1, 'edge_weight': 1.000000}
r100 r100 {'duration': 1, 'edge_weight': 0.500000}
r100 r111 {'duration': 1, 'edge_weight': 1.414000}
r100 r112 {'duration': 1, 'edge_weight': 1.000000}
r100 r113 {'duration': 1, 'edge_weight': 1.414000}
r100 r159 {'duration': 1, 'edge_weight': 1.650000}
r100 r160 {'duration': 1, 'edge_weight': 1.514000}
r100 r161 {'duration': 1, 'edge_weight': 1.650000}
r100 r171 {'duration': 1, 'edge_weight': 1.514000}
r100 r172 {'duration': 1, 'edge_weight': 1.100000}
r100 r183 {'duration': 1, 'edge_weight': 1.650000}
r100 r184 {'duration': 1, 'edge_weight': 1.514000}
r100 r185 {'duration': 1, 'edge_weight': 1.650000}
r102 r17 {'duration': 1, 'edge_weight': 1.650000}
r102 r18 {'duration': 1, 'edge_weight': 1.514000}
r102 r30 {'duration': 1, 'edge_weight': 1.100000}
r102 r31 {'duration': 1, 'edge_weight': 1.514000}
r102 r41 {'duration': 1, 'edge_weight': 1.650000}
r102 r42 {'duration': 1, 'edge_weight': 1.514000}
r102 r43 {'duration': 1, 'edge_weight': 1.650000}
r102 r89 {'duration': 1, 'edge_weight': 1.414000}
r102 r90 {'duration': 1, 'edge_weight': 1.000000}
r102 r102 {'duration': 1, 'edge_weight': 0.500000}
r102 r103 {'duration': 1, 'edge_weight': 1.000000}
r102 r113 {'duration': 1, 'edge_weight': 1.414000}
r102 r114 {'duration': 1, 'edge_weight': 1.000000}
r102 r115 {'duration': 1, 'edge_weight': 1.414000}
r102 r161 {'duration': 1, 'edge_weight': 1.650000}
r102 r162 {'duration': 1, 'edge_weight': 1.514000}
r102 r174 {'duration': 1, 'edge_weight': 1.100000}
r102 r175 {'duration': 1, 'edge_weight': 1.514000}
r102 r185 {'duration': 1, 'edge_weight': 1.650000}
r102 r186 {'duration': 1, 'edge_weight': 1.514000}
r102 r187 {'duration': 1, 'edge_weight': 1.650000}
r103 r18 {'duration': 1, 'edge_weight': 1.650000}
r103 r20 {'duration': 1, 'edge_weight': 1.650000}
r103 r30 {'duration': 1, 'edge_weight': 1.514000}
r103 r31 {'duration': 1, 'edge_weight': 1.100000}
r103 r32 {'duration': 1, 'edge_weight': 1.514000}
r103 r42 {'duration': 1, 'edge_weight': 1.650000}
r103 r43 {'duration': 1, 'edge_weight': 1.514000}
r103 r44 {'duration': 1, 'edge_weight': 1.650000}
r103 r90 {'duration': 1, 'edge_weight': 1.414000}
r103 r92 {'duration': 1, 'edge_weight': 1.414000}
r103 r102 {'duration': 1, 'edge_weight': 1.000000}
r103 r103 {'duration': 1, 'edge_weight': 0.500000}
r103 r104 {'duration': 1, 'edge_weight': 1.000000}
r103 r114 {'duration': 1, 'edge_weight': 1.414000}
r103 r115 {'duration': 1, 'edge_weight': 1.000000}
r103 r116 {'duration': 1, 'edge_weight': 1.414000}
r103 r162 {'duration': 1, 'edge_weight': 1.650000}
r103 r164 {'duration': 1, 'edge_weight': 1.650000}
r103 r174 {'duration': 1, 'edge_weight': 1.514000}
r103 r175 {'duration': 1, 'edge_weight': 1.100000}
r103 r176 {'duration': 1, 'edge_weight': 1.514000}
r103 r186 {'duration': 1, 'edge_weight': 1.650000}
r103 r187 {'duration': 1, 'edge_weight': 1.514000}
r103 r188 {'duration': 1, 'edge_weight': 1.650000}
r104 r20 {'duration': 1, 'edge_weight': 1.514000}
r104 r21 {'duration': 1, 'edge_weight': 1.650000}
r104 r31 {'duration': 1, 'edge_weight': 1.514000}
r104 r32 {'duration': 1, 'edge_weight': 1.100000}
r104 r43 {'duration': 1, 'edge_weight': 1.650000}
r104 r44 {'duration': 1, 'edge_weight': 1.514000}
r104 r45 {'duration': 1, 'edge_weight': 1.650000}
r104 r92 {'duration': 1, 'edge_weight': 1.000000}
r104 r93 {'duration': 1, 'edge_weight': 1.414000}
r104 r103 {'duration': 1, 'edge_weight': 1.000000}
r104 r104 {'duration': 1, 'edge_weight': 0.500000}
r104 r105 {'duration': 1, 'edge_weight': 1.000000}
r104 r115 {'duration': 1, 'edge_weight': 1.414000}
r104 r116 {'duration': 1, 'edge_weight': 1.000000}
r104 r117 {'duration': 1, 'edge_weight': 1.414000}
r104 r164 {'duration': 1, 'edge_weight': 1.514000}
r104 r165 {'duration': 1, 'edge_weight': 1.650000}
r104 r175 {'duration': 1, 'edge_weight': 1.514000}
r104 r176 {'duration': 1, 'edge_weight': 1.100000}
r104 r177 {'duration': 1, 'edge_weight': 1.514000}
r104 r187 {'duration': 1, 'edge_weight': 1.650000}
r104 r188 {'duration': 1, 'edge_weight': 1.514000}
r104 r189 {'duration': 1, 'edge_weight': 1.650000}
r105 r20 {'duration': 1, 'edge_weight': 1.650000}
r105 r21 {'duration': 1, 'edge_weight': 1.514000}
r105 r22 {'duration': 1, 'edge_weight': 1.650000}
r105 r32 {'duration': 1, 'edge_weight': 1.514000}
r105 r44 {'duration': 1, 'edge_weight': 1.650000}
r105 r45 {'duration': 1, 'edge_weight': 1.514000}
r105 r46 {'duration': 1, 'edge_weight': 1.650000}
r105 r92 {'duration': 1, 'edge_weight': 1.414000}
r105 r93 {'duration': 1, 'edge_weight': 1.000000}
r105 r94 {'duration': 1, 'edge_weight': 1.414000}
r105 r104 {'duration': 1, 'edge_weight': 1.000000}
r105 r105 {'duration': 1, 'edge_weight': 0.500000}
r105 r106 {'duration': 1, 'edge_weight': 1.000000}
r105 r116 {'duration': 1, 'edge_weight': 1.414000}
r105 r117 {'duration': 1, 'edge_weight': 1.000000}
r105 r118 {'duration': 1, 'edge_weight': 1.414000}
r105 r164 {'duration': 1, 'edge_weight': 1.650000}
r105 r165 {'duration': 1, 'edge_weight': 1.514000}
r105 r166 {'duration': 1, 'edge_weight': 1.650000}
r105 r176 {'duration': 1, 'edge_weight': 1.514000}
r105 r177 {'duration': 1, 'edge_weight': 1.100000}
r105 r178 {'duration': 1, 'edge_weight': 1.514000}
r105 r188 {'duration': 1, 'edge_weight': 1.650000}
r105 r189 {'duration': 1, 'edge_weight': 1.514000}
r105 r190 {'duration': 1, 'edge_weight': 1.650000}
r106 r21 {'duration': 1, 'edge_weight': 1.650000}
r106 r22 {'duration': 1, 'edge_weight': 1.514000}
r106 r23 {'duration': 1, 'edge_weight': 1.650000}
r106 r45 {'duration': 1, 'edge_weight': 1.650000}
r106 r46 {'duration': 1, 'edge_weight': 1.514000}
r106 r93 {'duration': 1, 'edge_weight': 1.414000}
r106 r94 {'duration': 1, 'edge_weight': 1.000000}
r106 r95 {'duration': 1, 'edge_weight': 1.414000}
r106 r105 {'duration': 1, 'edge_weight': 1.000000}
r106 r106 {'duration': 1, 'edge_weight': 0.500000}
r106 r117 {'duration': 1, 'edge_weight': 1.414000}
r106 r118 {'duration': 1, 'edge_weight': 1.000000}
r106 r165 {'duration': 1, 'edge_weight': 1.650000}
r106 r166 {'duration': 1, 'edge_weight': 1.514000}
r106 r167 {'duration': 1, 'edge_weight': 1.650000}
r106 r177 {'duration': 1, 'edge_weight': 1.514000}
r106 r178 {'duration': 1, 'edge_weight': 1.100000}
r106 r189 {'duration': 1, 'edge_weight': 1.650000}
r106 r190 {'duration': 1, 'edge_weight': 1.514000}
r108 r24 {'duration': 1, 'edge_weight': 1.514000}
r108 Base5 {'duration': 1, 'edge_weight': 1.100000}
r108 r37 {'duration': 1, 'edge_weight': 1.514000}
r108 Base6 {'duration': 1, 'edge_weight': 1.514000}
r108 r49 {'duration': 1, 'edge_weight': 1.650000}
r108 r96 {'duration': 1, 'edge_weight': 1.000000}
r108 r108 {'duration': 1, 'edge_weight': 0.500000}
r108 r109 {'duration': 1, 'edge_weight': 1.000000}
r108 r120 {'duration': 1, 'edge_weight': 1.000000}
r108 r121 {'duration': 1, 'edge_weight': 1.414000}
r108 r168 {'duration': 1, 'edge_weight': 1.514000}
r108 r180 {'duration': 1, 'edge_weight': 1.100000}
r108 r181 {'duration': 1, 'edge_weight': 1.514000}
r108 r192 {'duration': 1, 'edge_weight': 1.514000}
r108 r193 {'duration': 1, 'edge_weight': 1.650000}
r109 r24 {'duration': 1, 'edge_weight': 1.650000}
r109 Base5 {'duration': 1, 'edge_weight': 1.514000}
r109 r37 {'duration': 1, 'edge_weight': 1.100000}
r109 Base6 {'duration': 1, 'edge_weight': 1.650000}
r109 r49 {'duration': 1, 'edge_weight': 1.514000}
r109 r50 {'duration': 1, 'edge_weight': 1.650000}
r109 r96 {'duration': 1, 'edge_weight': 1.414000}
r109 r108 {'duration': 1, 'edge_weight': 1.000000}
r109 r109 {'duration': 1, 'edge_weight': 0.500000}
r109 r120 {'duration': 1, 'edge_weight': 1.414000}
r109 r121 {'duration': 1, 'edge_weight': 1.000000}
r109 r122 {'duration': 1, 'edge_weight': 1.414000}
r109 r168 {'duration': 1, 'edge_weight': 1.650000}
r109 r180 {'duration': 1, 'edge_weight': 1.514000}
r109 r181 {'duration': 1, 'edge_weight': 1.100000}
r109 r192 {'duration': 1, 'edge_weight': 1.650000}
r109 r193 {'duration': 1, 'edge_weight': 1.514000}
r109 r194 {'duration': 1, 'edge_weight': 1.650000}
r111 r27 {'duration': 1, 'edge_weight': 1.514000}
r111 r28 {'duration': 1, 'edge_weight': 1.650000}
r111 r39 {'duration': 1, 'edge_weight': 1.100000}
r111 r40 {'duration': 1, 'edge_weight': 1.514000}
r111 r50 {'duration': 1, 'edge_weight': 1.650000}
r111 r51 {'duration': 1, 'edge_weight': 1.514000}
r111 r99 {'duration': 1, 'edge_weight': 1.000000}
r111 r100 {'duration': 1, 'edge_weight': 1.414000}
r111 r111 {'duration': 1, 'edge_weight': 0.500000}
r111 r112 {'duration': 1, 'edge_weight': 1.000000}
r111 r122 {'duration': 1, 'edge_weight': 1.414000}
r111 r123 {'duration': 1, 'edge_weight': 1.000000}
r111 r171 {'duration': 1, 'edge_weight': 1.514000}
r111 r172 {'duration': 1, 'edge_weight': 1.650000}
r111 r183 {'duration': 1, 'edge_weight': 1.100000}
r111 r184 {'duration': 1, 'edge_weight': 1.514000}
r111 r194 {'duration': 1, 'edge_weight': 1.650000}
r111 r195 {'duration': 1, 'edge_weight': 1.514000}
r111 r196 {'duration': 1, 'edge_weight': 1.650000}
r112 r27 {'duration': 1, 'edge_weight': 1.650000}
r112 r28 {'duration': 1, 'edge_weight': 1.514000}
r112 r39 {'duration': 1, 'edge_weight': 1.514000}
r112 r40 {'duration': 1, 'edge_weight': 1.100000}
r112 r41 {'duration': 1, 'edge_weight': 1.514000}
r112 r51 {'duration': 1, 'edge_weight': 1.650000}
r112 r99 {'duration': 1, 'edge_weight': 1.414000}
r112 r100 {'duration': 1, 'edge_weight': 1.000000}
r112 r111 {'duration': 1, 'edge_weight': 1.000000}
r112 r112 {'duration': 1, 'edge_weight': 0.500000}
r112 r113 {'duration': 1, 'edge_weight': 1.000000}
r112 r123 {'duration': 1, 'edge_weight': 1.414000}
r112 r171 {'duration': 1, 'edge_weight': 1.650000}
r112 r172 {'duration': 1, 'edge_weight': 1.514000}
r112 r183 {'duration': 1, 'edge_weight': 1.514000}
r112 r184 {'duration': 1, 'edge_weight': 1.100000}
r112 r185 {'duration': 1, 'edge_weight': 1.514000}
r112 r195 {'duration': 1, 'edge_weight': 1.650000}
r112 r196 {'duration': 1, 'edge_weight': 1.514000}
r112 r197 {'duration': 1, 'edge_weight': 1.650000}
r113 r28 {'duration': 1, 'edge_weight': 1.650000}
r113 r30 {'duration': 1, 'edge_weight': 1.650000}
r113 r40 {'duration': 1, 'edge_weight': 1.514000}
r113 r41 {'duration': 1, 'edge_weight': 1.100000}
r113 r42 {'duration': 1, 'edge_weight': 1.514000}
r113 r54 {'duration': 1, 'edge_weight': 1.650000}
r113 r100 {'duration': 1, 'edge_weight': 1.414000}
r113 r102 {'duration': 1, 'edge_weight': 1.414000}
r113 r112 {'duration': 1, 'edge_weight': 1.000000}
r113 r113 {'duration': 1, 'edge_weight': 0.500000}
r113 r114 {'duration': 1, 'edge_weight': 1.000000}
r113 r126 {'duration': 1, 'edge_weight': 1.414000}
r113 r172 {'duration': 1, 'edge_weight': 1.650000}
r113 r174 {'duration': 1, 'edge_weight': 1.650000}
r113 r184 {'duration': 1, 'edge_weight': 1.514000}
r113 r185 {'duration': 1, 'edge_weight': 1.100000}
r113 r186 {'duration': 1, 'edge_weight': 1.514000}
r113 r196 {'duration': 1, 'edge_weight': 1.650000}
r113 r197 {'duration': 1, 'edge_weight': 1.514000}
r113 r198 {'duration': 1, 'edge_weight': 1.650000}
r114 r30 {'duration': 1, 'edge_weight': 1.514000}
r114 r31 {'duration': 1, 'edge_weight': 1.650000}
r114 r41 {'duration': 1, 'edge_weight': 1.514000}
r114 r42 {'duration': 1, 'edge_weight': 1.100000}
r114 r43 {'duration': 1, 'edge_weight': 1.514000}
r114 r54 {'duration': 1, 'edge_weight': 1.514000}
r114 r55 {'duration': 1, 'edge_weight': 1.650000}
r114 r102 {'duration': 1, 'edge_weight': 1.000000}
r114 r103 {'duration': 1, 'edge_weight': 1.414000}
r114 r113 {'duration': 1, 'edge_weight': 1.000000}
r114 r114 {'duration': 1, 'edge_weight': 0.500000}
r114 r115 {'duration': 1, 'edge_weight': 1.000000}
r114 r126 {'duration': 1, 'edge_weight': 1.000000}
r114 r127 {'duration': 1, 'edge_weight': 1.414000}
r114 r174 {'duration': 1, 'edge_weight': 1.514000}
r114 r175 {'duration': 1, 'edge_weight': 1.650000}
r114 r185 {'duration': 1, 'edge_weight': 1.514000}
r114 r186 {'duration': 1, 'edge_weight': 1.100000}
r114 r187 {'duration': 1, 'edge_weight': 1.514000}
r114 r197 {'duration': 1, 'edge_weight': 1.650000}
r114 r198 {'duration': 1, 'edge_weight': 1.514000}
r114 r199 {'duration': 1, 'edge_weight': 1.650000}
r115 r30 {'duration': 1, 'edge_weight': 1.650000}
r115 r31 {'duration': 1, 'edge_weight': 1.514000}
r115 r32 {'duration': 1, 'edge_weight': 1.650000}
r115 r42 {'duration': 1, 'edge_weight': 1.514000}
r115 r43 {'duration': 1, 'edge_weight': 1.100000}
r115 r44 {'duration': 1, 'edge_weight': 1.514000}
r115 r54 {'duration': 1, 'edge_weight': 1.650000}
r115 r55 {'duration': 1, 'edge_weight': 1.514000}
r115 Base3 {'duration': 1, 'edge_weight': 1.650000}
r115 r102 {'duration': 1, 'edge_weight': 1.414000}
r115 r103 {'duration': 1, 'edge_weight': 1.000000}
r115 r104 {'duration': 1, 'edge_weight': 1.414000}
r115 r114 {'duration': 1, 'edge_weight': 1.000000}
r115 r115 {'duration': 1, 'edge_weight': 0.500000}
r115 r116 {'duration': 1, 'edge_weight': 1.000000}
r115 r126 {'duration': 1, 'edge_weight': 1.414000}
r115 r127 {'duration': 1, 'edge_weight': 1.000000}
r115 r128 {'duration': 1, 'edge_weight': 1.414000}
r115 r174 {'duration': 1, 'edge_weight': 1.650000}
r115 r175 {'duration': 1, 'edge_weight': 1.514000}
r115 r176 {'duration': 1, 'edge_weight': 1.650000}
r115 r186 {'duration': 1, 'edge_weight': 1.514000}
r115 r187 {'duration': 1, 'edge_weight': 1.100000}
r115 r188 {'duration': 1, 'edge_weight': 1.514000}
r115 r198 {'duration': 1, 'edge_weight': 1.650000}
r115 r199 {'duration': 1, 'edge_weight': 1.514000}
r115 r200 {'duration': 1, 'edge_weight': 1.650000}
r116 r31 {'duration': 1, 'edge_weight': 1.650000}
r116 r32 {'duration': 1, 'edge_weight': 1.514000}
r116 r43 {'duration': 1, 'edge_weight': 1.514000}
r116 r44 {'duration': 1, 'edge_weight': 1.100000}
r116 r45 {'duration': 1, 'edge_weight': 1.514000}
r116 r55 {'duration': 1, 'edge_weight': 1.650000}
r116 Base3 {'duration': 1, 'edge_weight': 1.514000}
r116 Base4 {'duration': 1, 'edge_weight': 1.650000}
r116 r103 {'duration': 1, 'edge_weight': 1.414000}
r116 r104 {'duration': 1, 'edge_weight': 1.000000}
r116 r105 {'duration': 1, 'edge_weight': 1.414000}
r116 r115 {'duration': 1, 'edge_weight': 1.000000}
r116 r116 {'duration': 1, 'edge_weight': 0.500000}
r116 r117 {'duration': 1, 'edge_weight': 1.000000}
r116 r127 {'duration': 1, 'edge_weight': 1.414000}
r116 r128 {'duration': 1, 'edge_weight': 1.000000}
r116 r129 {'duration': 1, 'edge_weight': 1.414000}
r116 r175 {'duration': 1, 'edge_weight': 1.650000}
r116 r176 {'duration': 1, 'edge_weight': 1.514000}
r116 r177 {'duration': 1, 'edge_weight': 1.650000}
r116 r187 {'duration': 1, 'edge_weight': 1.514000}
r116 r188 {'duration': 1, 'edge_weight': 1.100000}
r116 r189 {'duration': 1, 'edge_weight': 1.514000}
r116 r199 {'duration': 1, 'edge_weight': 1.650000}
r116 r200 {'duration': 1, 'edge_weight': 1.514000}
r116 r201 {'duration': 1, 'edge_weight': 1.650000}
r117 r32 {'duration': 1, 'edge_weight': 1.650000}
r117 r44 {'duration': 1, 'edge_weight': 1.514000}
r117 r45 {'duration': 1, 'edge_weight': 1.100000}
r117 r46 {'duration': 1, 'edge_weight': 1.514000}
r117 Base3 {'duration': 1, 'edge_weight': 1.650000}
r117 Base4 {'duration': 1, 'edge_weight': 1.514000}
r117 r58 {'duration': 1, 'edge_weight': 1.650000}
r117 r104 {'duration': 1, 'edge_weight': 1.414000}
r117 r105 {'duration': 1, 'edge_weight': 1.000000}
r117 r106 {'duration': 1, 'edge_weight': 1.414000}
r117 r116 {'duration': 1, 'edge_weight': 1.000000}
r117 r117 {'duration': 1, 'edge_weight': 0.500000}
r117 r118 {'duration': 1, 'edge_weight': 1.000000}
r117 r128 {'duration': 1, 'edge_weight': 1.414000}
r117 r129 {'duration': 1, 'edge_weight': 1.000000}
r117 r130 {'duration': 1, 'edge_weight': 1.414000}
r117 r176 {'duration': 1, 'edge_weight': 1.650000}
r117 r177 {'duration': 1, 'edge_weight': 1.514000}
r117 r178 {'duration': 1, 'edge_weight': 1.650000}
r117 r188 {'duration': 1, 'edge_weight': 1.514000}
r117 r189 {'duration': 1, 'edge_weight': 1.100000}
r117 r190 {'duration': 1, 'edge_weight': 1.514000}
r117 r200 {'duration': 1, 'edge_weight': 1.650000}
r117 r201 {'duration': 1, 'edge_weight': 1.514000}
r117 r202 {'duration': 1, 'edge_weight': 1.650000}
r118 r45 {'duration': 1, 'edge_weight': 1.514000}
r118 r46 {'duration': 1, 'edge_weight': 1.100000}
r118 Base4 {'duration': 1, 'edge_weight': 1.650000}
r118 r58 {'duration': 1, 'edge_weight': 1.514000}
r118 r59 {'duration': 1, 'edge_weight': 1.650000}
r118 r105 {'duration': 1, 'edge_weight': 1.414000}
r118 r106 {'duration': 1, 'edge_weight': 1.000000}
r118 r117 {'duration': 1, 'edge_weight': 1.000000}
r118 r118 {'duration': 1, 'edge_weight': 0.500000}
r118 r129 {'duration': 1, 'edge_weight': 1.414000}
r118 r130 {'duration': 1, 'edge_weight': 1.000000}
r118 r131 {'duration': 1, 'edge_weight': 1.414000}
r118 r177 {'duration': 1, 'edge_weight': 1.650000}
r118 r178 {'duration': 1, 'edge_weight': 1.514000}
r118 r189 {'duration': 1, 'edge_weight': 1.514000}
r118 r190 {'duration': 1, 'edge_weight': 1.100000}
r118 r201 {'duration': 1, 'edge_weight': 1.650000}
r118 r202 {'duration': 1, 'edge_weight': 1.514000}
r118 r203 {'duration': 1, 'edge_weight': 1.650000}
r120 Base5 {'duration': 1, 'edge_weight': 1.514000}
r120 r37 {'duration': 1, 'edge_weight': 1.650000}
r120 Base6 {'duration': 1, 'edge_weight': 1.100000}
r120 r49 {'duration': 1, 'edge_weight': 1.514000}
r120 Base7 {'duration': 1, 'edge_weight': 1.514000}
r120 r61 {'duration': 1, 'edge_weight': 1.650000}
r120 r108 {'duration': 1, 'edge_weight': 1.000000}
r120 r109 {'duration': 1, 'edge_weight': 1.414000}
r120 r120 {'duration': 1, 'edge_weight': 0.500000}
r120 r121 {'duration': 1, 'edge_weight': 1.000000}
r120 r132 {'duration': 1, 'edge_weight': 1.000000}
